0.000000	1.000000
0.020000	1.000000
0.040000	0.999604
0.060000	0.998815
0.080000	0.997639
0.100000	0.996078
0.120000	0.994138
0.140000	0.991822
0.160000	0.989136
0.180000	0.986083
0.200000	0.982669
0.220000	0.978899
0.240000	0.974777
0.260000	0.970308
0.280000	0.965498
0.300000	0.960352
0.320000	0.954875
0.340000	0.949073
0.360000	0.942951
0.380000	0.936514
0.400000	0.929769
0.420000	0.922721
0.440000	0.915375
0.460000	0.907739
0.480000	0.899817
0.500000	0.891616
0.520000	0.883141
0.540000	0.874399
0.560000	0.865397
0.580000	0.856139
0.600000	0.846633
0.620000	0.836885
0.640000	0.826901
0.660000	0.816688
0.680000	0.806251
0.700000	0.795598
0.720000	0.784735
0.740000	0.773669
0.760000	0.762405
0.780000	0.750951
0.800000	0.739312
0.820000	0.727497
0.840000	0.715511
0.860000	0.703361
0.880000	0.691053
0.900000	0.678594
0.920000	0.665992
0.940000	0.653251
0.960000	0.640380
0.980000	0.627384
1.000000	0.614270
1.020000	0.601045
1.040000	0.587716
1.060000	0.574288
1.080000	0.560769
1.100000	0.547165
1.120000	0.533482
1.140000	0.519727
1.160000	0.505906
1.180000	0.492027
1.200000	0.478094
1.220000	0.464114
1.240000	0.450094
1.260000	0.436040
1.280000	0.421958
1.300000	0.407855
1.320000	0.393735
1.340000	0.379606
1.360000	0.365474
1.380000	0.351343
1.400000	0.337221
1.420000	0.323113
1.440000	0.309024
1.460000	0.294961
1.480000	0.280929
1.500000	0.266934
1.520000	0.252980
1.540000	0.239075
1.560000	0.225222
1.580000	0.211427
1.600000	0.197696
1.620000	0.184034
1.640000	0.170445
1.660000	0.156934
1.680000	0.143507
1.700000	0.130169
1.720000	0.116923
1.740000	0.103775
1.760000	0.090729
1.780000	0.077790
1.800000	0.064962
1.820000	0.052249
1.840000	0.039656
1.860000	0.027187
1.880000	0.014845
1.900000	0.002635
1.920000	-0.009439
1.940000	-0.021375
1.960000	-0.033167
1.980000	-0.044813
2.000000	-0.056309
2.020000	-0.067652
2.040000	-0.078838
2.060000	-0.089865
2.080000	-0.100729
2.100000	-0.111427
2.120000	-0.121956
2.140000	-0.132315
2.160000	-0.142499
2.180000	-0.152507
2.200000	-0.162335
2.220000	-0.171983
2.240000	-0.181446
2.260000	-0.190724
2.280000	-0.199814
2.300000	-0.208714
2.320000	-0.217422
2.340000	-0.225937
2.360000	-0.234257
2.380000	-0.242380
2.400000	-0.250305
2.420000	-0.258030
2.440000	-0.265555
2.460000	-0.272878
2.480000	-0.279997
2.500000	-0.286913
2.520000	-0.293624
2.540000	-0.300129
2.560000	-0.306428
2.580000	-0.312521
2.600000	-0.318406
2.620000	-0.324083
2.640000	-0.329552
2.660000	-0.334813
2.680000	-0.339866
2.700000	-0.344710
2.720000	-0.349346
2.740000	-0.353774
2.760000	-0.357995
2.780000	-0.362007
2.800000	-0.365813
2.820000	-0.369413
2.840000	-0.372806
2.860000	-0.375994
2.880000	-0.378978
2.900000	-0.381758
2.920000	-0.384336
2.940000	-0.386712
2.960000	-0.388888
2.980000	-0.390864
3.000000	-0.392642
3.020000	-0.394224
3.040000	-0.395610
3.060000	-0.396802
3.080000	-0.397802
3.100000	-0.398612
3.120000	-0.399232
3.140000	-0.399665
3.160000	-0.399913
3.180000	-0.399977
3.200000	-0.399860
3.220000	-0.399563
3.240000	-0.399089
3.260000	-0.398439
3.280000	-0.397616
3.300000	-0.396623
3.320000	-0.395460
3.340000	-0.394132
3.360000	-0.392640
3.380000	-0.390986
3.400000	-0.389174
3.420000	-0.387205
3.440000	-0.385082
3.460000	-0.382809
3.480000	-0.380387
3.500000	-0.377819
3.520000	-0.375109
3.540000	-0.372259
3.560000	-0.369271
3.580000	-0.366149
3.600000	-0.362896
3.620000	-0.359514
3.640000	-0.356007
3.660000	-0.352378
3.680000	-0.348628
3.700000	-0.344763
3.720000	-0.340784
3.740000	-0.336695
3.760000	-0.332499
3.780000	-0.328199
3.800000	-0.323799
3.820000	-0.319300
3.840000	-0.314708
3.860000	-0.310024
3.880000	-0.305252
3.900000	-0.300395
3.920000	-0.295457
3.940000	-0.290441
3.960000	-0.285349
3.980000	-0.280186
4.000000	-0.274954
4.020000	-0.269657
4.040000	-0.264298
4.060000	-0.258880
4.080000	-0.253407
4.100000	-0.247881
4.120000	-0.242307
4.140000	-0.236686
4.160000	-0.231023
4.180000	-0.225321
4.200000	-0.219582
4.220000	-0.213811
4.240000	-0.208009
4.260000	-0.202181
4.280000	-0.196330
4.300000	-0.190458
4.320000	-0.184568
4.340000	-0.178665
4.360000	-0.172750
4.380000	-0.166827
4.400000	-0.160899
4.420000	-0.154969
4.440000	-0.149040
4.460000	-0.143114
4.480000	-0.137195
4.500000	-0.131286
4.520000	-0.125389
4.540000	-0.119507
4.560000	-0.113643
4.580000	-0.107800
4.600000	-0.101980
4.620000	-0.096186
4.640000	-0.090421
4.660000	-0.084688
4.680000	-0.078988
4.700000	-0.073324
4.720000	-0.067700
4.740000	-0.062116
4.760000	-0.056577
4.780000	-0.051083
4.800000	-0.045638
4.820000	-0.040243
4.840000	-0.034901
4.860000	-0.029615
4.880000	-0.024385
4.900000	-0.019215
4.920000	-0.014105
4.940000	-0.009060
4.960000	-0.004079
4.980000	0.000835
5.000000	0.005679
5.020000	0.010453
5.040000	0.015154
5.060000	0.019782
5.080000	0.024333
5.100000	0.028807
5.120000	0.033202
5.140000	0.037517
5.160000	0.041749
5.180000	0.045899
5.200000	0.049964
5.220000	0.053943
5.240000	0.057835
5.260000	0.061638
5.280000	0.065353
5.300000	0.068977
5.320000	0.072509
5.340000	0.075949
5.360000	0.079295
5.380000	0.082548
5.400000	0.085705
5.420000	0.088767
5.440000	0.091732
5.460000	0.094600
5.480000	0.097371
5.500000	0.100043
5.520000	0.102617
5.540000	0.105091
5.560000	0.107466
5.580000	0.109742
5.600000	0.111917
5.620000	0.113992
5.640000	0.115966
5.660000	0.117840
5.680000	0.119613
5.700000	0.121286
5.720000	0.122858
5.740000	0.124329
5.760000	0.125700
5.780000	0.126971
5.800000	0.128142
5.820000	0.129213
5.840000	0.130185
5.860000	0.131057
5.880000	0.131831
5.900000	0.132507
5.920000	0.133086
5.940000	0.133567
5.960000	0.133951
5.980000	0.134240
6.000000	0.134434
6.020000	0.134533
6.040000	0.134539
6.060000	0.134452
6.080000	0.134273
6.100000	0.134003
6.120000	0.133642
6.140000	0.133193
6.160000	0.132655
6.180000	0.132030
6.200000	0.131319
6.220000	0.130523
6.240000	0.129644
6.260000	0.128681
6.280000	0.127638
6.300000	0.126514
6.320000	0.125311
6.340000	0.124031
6.360000	0.122675
6.380000	0.121243
6.400000	0.119739
6.420000	0.118162
6.440000	0.116515
6.460000	0.114799
6.480000	0.113015
6.500000	0.111165
6.520000	0.109250
6.540000	0.107273
6.560000	0.105235
6.580000	0.103136
6.600000	0.100980
6.620000	0.098767
6.640000	0.096499
6.660000	0.094179
6.680000	0.091807
6.700000	0.089385
6.720000	0.086916
6.740000	0.084400
6.760000	0.081840
6.780000	0.079237
6.800000	0.076594
