  0.000000  -0.265376
  0.002930  -0.315409
  0.005859  -0.195227
  0.008789   0.007459
  0.011719   0.388663
  0.014648   0.482231
  0.017578   0.290438
  0.020508   1.136631
  0.023438   1.048153
  0.026367   1.186825
  0.029297   0.675943
  0.032227   1.376469
  0.035156   0.925093
  0.038086   0.888120
  0.041016   1.530485
  0.043945   1.338714
  0.046875   1.369374
  0.049805   1.963403
  0.052734   2.083100
  0.055664   1.916544
  0.058594   1.490206
  0.061523   2.222692
  0.064453   2.379182
  0.067383   2.146542
  0.070312   2.508768
  0.073242   2.476218
  0.076172   2.668614
  0.079102   2.358129
  0.082031   2.003948
  0.084961   2.704311
  0.087891   2.362788
  0.090820   2.327643
  0.093750   2.854299
  0.096680   2.509482
  0.099609   2.554006
  0.102539   2.339560
  0.105469   2.966973
  0.108398   2.699582
  0.111328   2.212671
  0.114258   2.634655
  0.117188   2.390932
  0.120117   2.280312
  0.123047   2.292404
  0.125977   2.489514
  0.128906   2.236974
  0.131836   2.789532
  0.134766   2.696219
  0.137695   2.379127
  0.140625   2.434120
  0.143555   2.372702
  0.146484   1.805202
  0.149414   2.354110
  0.152344   1.949676
  0.155273   2.467537
  0.158203   1.717169
  0.161133   1.612922
  0.164062   2.040889
  0.166992   1.430347
  0.169922   1.967893
  0.172852   1.998861
  0.175781   1.050815
  0.178711   1.213954
  0.181641   1.181896
  0.184570   1.737635
  0.187500   1.538095
  0.190430   1.537687
  0.193359   0.871066
  0.196289   1.295942
  0.199219   1.030010
  0.202148   0.883143
  0.205078   0.741388
  0.208008   1.247750
  0.210938   1.010811
  0.213867   0.906118
  0.216797   0.638859
  0.219727   0.182819
  0.222656   0.668151
  0.225586   0.348926
  0.228516   0.620861
  0.231445   0.209808
  0.234375  -0.118831
  0.237305   0.640806
  0.240234  -0.163124
  0.243164   0.164833
  0.246094   0.505983
  0.249023   0.017751
  0.251953   0.309735
  0.254883   0.149120
  0.257812   0.122394
  0.260742   0.025537
  0.263672  -0.029153
  0.266602   0.072156
  0.269531   0.215423
  0.272461   0.206344
  0.275391  -0.058474
  0.278320  -0.036367
  0.281250   0.032557
  0.284180   0.179346
  0.287109  -0.295838
  0.290039  -0.415610
  0.292969  -0.339255
  0.295898   0.119240
  0.298828  -0.419925
  0.301758  -0.507640
  0.304688  -0.082525
  0.307617   0.180637
  0.310547  -0.295424
  0.313477  -0.319333
  0.316406  -0.311949
  0.319336  -0.454966
  0.322266   0.168711
  0.325195  -0.096498
  0.328125  -0.426535
  0.331055   0.443748
  0.333984  -0.445866
  0.336914  -0.390099
  0.339844   0.033550
  0.342773   0.474403
  0.345703   0.404872
  0.348633  -0.166095
  0.351562   0.206772
  0.354492   0.108165
  0.357422   0.660857
  0.360352   0.196079
  0.363281   0.104231
  0.366211   0.404717
  0.369141  -0.028537
  0.372070  -0.045193
  0.375000   0.405250
  0.377930   0.496947
  0.380859   0.357690
  0.383789   0.878778
  0.386719   0.420467
  0.389648   0.730845
  0.392578   0.150428
  0.395508   0.100964
  0.398438   0.655879
  0.401367   0.578546
  0.404297   0.482220
  0.407227   1.019604
  0.410156   0.772523
  0.413086   0.271474
  0.416016   0.513734
  0.418945   0.905339
  0.421875   0.242093
  0.424805   0.561218
  0.427734   0.974192
  0.430664   0.699484
  0.433594   0.423802
  0.436523   0.731203
  0.439453   0.849270
  0.442383   0.910143
  0.445312   0.082738
  0.448242   0.717567
  0.451172   0.278164
  0.454102   0.323999
  0.457031   0.225140
  0.459961   0.319197
  0.462891   0.316119
  0.465820   0.636617
  0.468750   0.792586
  0.471680   0.621899
  0.474609   0.436684
  0.477539   0.109208
  0.480469   0.225540
  0.483398   0.438424
  0.486328   0.041970
  0.489258  -0.304242
  0.492188  -0.184018
  0.495117   0.310073
  0.498047   0.490378
  0.500977   0.354964
  0.503906   0.341806
  0.506836  -0.239442
  0.509766   0.015352
  0.512695   0.339978
  0.515625   0.081320
  0.518555  -0.245014
  0.521484  -0.186777
  0.524414  -0.710398
  0.527344  -0.716241
  0.530273  -0.524515
  0.533203   0.030446
  0.536133  -0.782864
  0.539062  -0.934204
  0.541992  -0.794445
  0.544922  -0.535703
  0.547852  -0.757754
  0.550781  -0.493955
  0.553711  -0.206571
  0.556641  -0.074774
  0.559570  -0.620140
  0.562500  -0.467176
  0.565430  -0.483053
  0.568359  -0.317204
  0.571289  -1.008202
  0.574219  -0.770607
  0.577148  -0.959883
  0.580078  -0.955164
  0.583008  -0.554961
  0.585938  -0.207451
  0.588867  -0.979570
  0.591797  -0.671906
  0.594727  -0.294813
  0.597656  -0.605718
  0.600586  -1.001227
  0.603516  -0.258045
  0.606445  -0.786860
  0.609375  -0.468810
  0.612305  -0.628492
  0.615234  -0.643157
  0.618164  -0.294439
  0.621094  -0.227267
  0.624023  -0.653350
  0.626953  -0.085943
  0.629883  -0.139844
  0.632812  -0.397740
  0.635742  -0.545097
  0.638672   0.203420
  0.641602   0.231683
  0.644531  -0.608115
  0.647461   0.290119
  0.650391  -0.211376
  0.653320   0.115029
  0.656250   0.008219
  0.659180  -0.319040
  0.662109   0.322286
  0.665039   0.456503
  0.667969  -0.059095
  0.670898  -0.414606
  0.673828   0.115775
  0.676758  -0.058814
  0.679688  -0.195376
  0.682617   0.631341
  0.685547  -0.179831
  0.688477   0.356734
  0.691406  -0.230250
  0.694336   0.681414
  0.697266   0.666747
  0.700195   0.373414
  0.703125   0.099116
  0.706055   0.041727
  0.708984   0.067392
  0.711914  -0.170998
  0.714844   0.312847
  0.717773  -0.128045
  0.720703   0.544552
  0.723633  -0.265612
  0.726562   0.109172
  0.729492   0.492621
  0.732422  -0.327487
  0.735352   0.168910
  0.738281   0.411786
  0.741211   0.051324
  0.744141  -0.164613
  0.747070  -0.067004
  0.750000   0.207275
  0.752930  -0.404710
  0.755859  -0.209462
  0.758789  -0.486393
  0.761719  -0.488367
  0.764648   0.204082
  0.767578  -0.279157
  0.770508  -0.447790
  0.773438   0.043056
